### SECTION 1: PRACTICES (1472 rows)
id,nbu_code,name,section,category,parent_id,active
924,665789,"HEMOCROMATOSIS, MUTACIÓN Gen H63D PCR",Prácticas Especiales,,,true
925,665791,"HEMOCROMATOSIS, MUTACIÓN Gen S65C PCR",Prácticas Especiales,,,true
208,660468,HEMOCULTIVO AEROBIOS (c/u),Prácticas Generales,,,true
926,665797,HEMOCULTIVO AEROBIOS AUTOMATIZADO (c/u),Prácticas Especiales,,,true
927,665802,HEMOGLOBINA A1 (Hb-A1) Electroforesis,Prácticas Especiales,,,true
928,665811,HEMOGLOBINA A2 (HbA2) (Cromatografía/Intercambio Iónico),Prácticas Especiales,,,true
212,660474,HEMOGLOBINA ALCALIRESISTENTE,Prácticas en Desuso,,,false
929,665820,HEMOGLOBINA FETAL,Prácticas Especiales,,,true
415,661070,HEMOGLOBINA GLICOSILADA (Hb A1C),Prácticas Generales,,,true
211,660472,HEMOGLOBINA plasmática,Prácticas Generales,,,true
930,665828,HEMOGLOBINA S,Prácticas Especiales,,,true
209,660470,"HEMOGLOBINA, DOSAJE DE (Hb)",Prácticas Generales,,,true
210,660471,"HEMOGLOBINA, ELECTROFORESIS",Prácticas Generales,,,true
931,665837,"HEMOGLOBINURIA PAROXÍSTICA NOCTURNA, DETECCIÓN de por Citometría de Flujo",Prácticas Especiales,,,true
213,660475,HEMOGRAMA,Prácticas Generales,,,true
2,0501,Hemograma completo,hematologia,Hematologia,,true
214,660476,"HEMOLISINAS EN CALIENTE, TITULACIÓN",Prácticas en Desuso,,,false
215,660477,"HEMOLISINAS EN FRIO, EXCL. ANTI. DE DONATH",Prácticas en Desuso,,,false
932,665845,HEMOPEXINA,Prácticas Especiales,,,true
216,660478,HEMOPEXINA (ID Cuantitativa),Prácticas en Desuso,,,false
217,660479,HEMOSIDERINA urinaria,Prácticas Generales,,,true
933,665854,HEMOSIDERINURIA,Prácticas Especiales,,,true
934,665868,"HEPARINA, Ac. Anti- (PFA4)",Prácticas Especiales,,,true
935,665871,"HEPARINA, ACTIVIDAD ANTI XA de la (LMWH) HEPARINA de BAJO PESO MOLECULAR (HBPM)",Prácticas Especiales,,,true
218,660480,"HEPARINA, RESISTENCIA A LA (In Vitro)",Prácticas Generales,,,true
936,665879,"HEPÁTICOS, AUTOANTICUERPOS (panel)",Prácticas Especiales,,,true
937,665888,"HEPATITIS A, Ac. Anti- IgG (HVA IgG) o Ac. Totales (RIA o ELISA)",Prácticas Especiales,,,true
416,661075,"HEPATITIS A, Ac. IgM Anti- (HAV IgM)",Prácticas Generales,,,true
417,661080,"HEPATITIS B, Ac. Anti- ""Core"" IgG (HBc -IgG)",Prácticas Generales,,,true
939,665905,"HEPATITIS B, Ac. Anti- ""Core"" IgM (HBcM) (RIA o ELISA)",Prácticas Especiales,,,true
938,665896,"HEPATITIS B, Ac. Anti- ""e"" (HBe Ac)",Prácticas Especiales,,,true
420,661090,"HEPATITIS B, Ac. de Superficie Anti- (HBsAc)",Prácticas Generales,,,true
419,661086,"HEPATITIS B, Antígeno de Superficie (Ag.HBs)",Prácticas Generales,,,true
418,661085,"HEPATITIS B, Antígeno e (Ag.HBe)",Prácticas Generales,,,true
940,665914,"HEPATITIS B, Carga viral",Prácticas Especiales,,,true
941,665931,"HEPATITIS B, DNA viral (HBV-DNA) (PCR Cualitativo)",Prácticas Especiales,,,true
942,665939,"HEPATITIS C, Ac. Anti- IgM",Prácticas Especiales,,,true
421,661095,"HEPATITIS C, Ac. IgG Anti- (HCV Ac IgG)",Prácticas Generales,,,true
943,665945,"HEPATITIS C, Antígeno",Prácticas Especiales,,,true
944,665956,"HEPATITIS C, Carga viral (PCR)",Prácticas Especiales,,,true
945,665965,"HEPATITIS C, Genotipificación (PCR)",Prácticas Especiales,,,true
946,665973,"HEPATITIS C, LIA",Prácticas Especiales,,,true
947,665982,"HEPATITIS C, RNA Cualitativo PCR",Prácticas Especiales,,,true
948,665990,"HEPATITIS DELTA, Ac. IgG ó Totales Anti",Prácticas Especiales,,,true
949,665993,"HEPATITIS DELTA, Ac. IgM Anti",Prácticas Especiales,,,true
951,666011,HEPATITIS E PCR,Prácticas Especiales,,,true
950,666008,"HEPATITIS E, Ac. IgG Anti",Prácticas Especiales,,,true
219,660481,HEPATOGRAMA,Prácticas Generales,,,true
952,666016,HEPTACLORO,Prácticas Especiales,,,true
953,666019,HEPTACLORO HEPOXIDE,Prácticas Especiales,,,true
954,666028,HER 2 / neu ErbB2,Prácticas Especiales,,,true
958,666040,"HERPES SIMPLEX 1, Ac. IgA Anti",Prácticas Especiales,,,true
959,666042,"HERPES SIMPLEX 1, Ac. IgG ó Totales Anti",Prácticas Especiales,,,true
960,666050,"HERPES SIMPLEX 1, Ac. IgM Anti",Prácticas Especiales,,,true
961,666059,"HERPES SIMPLEX 2, Ac. IgA Anti",Prácticas Especiales,,,true
962,666067,"HERPES SIMPLEX 2, Ac. IgG ó Totales Anti",Prácticas Especiales,,,true
963,666076,"HERPES SIMPLEX 2, Ac. IgM Anti",Prácticas Especiales,,,true
955,666034,"HERPES SIMPLEX, 1 / 2 Antic. Totales (IFI)",Prácticas Especiales,,,true
956,666037,"HERPES SIMPLEX, 1 / 2 PCR",Prácticas Especiales,,,true
957,666038,"HERPES SIMPLEX, 1 / 2 TIPIFICACIÓN PCR",Prácticas Especiales,,,true
964,666084,"HERPES SIMPLEX, Ag",Prácticas Especiales,,,true
968,666100,HERPES VIRUS 6 HUMAN Carga Viral,Prácticas Especiales,,,true
967,666098,HERPES VIRUS 6 HUMAN PCR,Prácticas Especiales,,,true
965,666093,"HERPES VIRUS 6 HUMAN, Ac. IgG (HHV6-IgG) Anti",Prácticas Especiales,,,true
966,666096,"HERPES VIRUS 6 HUMAN, Ac. IgM (HHV6-IgM) Anti",Prácticas Especiales,,,true
969,666110,"HERPES VIRUS 7, Ac. IgG Anti- HHV",Prácticas Especiales,,,true
970,666113,"HERPES VIRUS 7, Ac. IgM Anti- HHV",Prácticas Especiales,,,true
971,666117,HERPES VIRUS 8 Ac. IgG Anti- HHV,Prácticas Especiales,,,true
972,666118,HERPES VIRUS 8 Ac. IgM Anti- HHV,Prácticas Especiales,,,true
973,666120,HERPES VIRUS 8 PCR,Prácticas Especiales,,,true
974,666136,HEXANO,Prácticas Especiales,,,true
975,666144,"HEXANODIONA, (2,5-)",Prácticas Especiales,,,true
976,666153,"HEXOSAMINIDASA TOTAL, A y B",Prácticas Especiales,,,true
220,660483,HIDATIDOSIS (HAI),Prácticas Generales,,,true
221,660484,"HIDATIDOSIS, Ac. IgG ó Totales Anti",Prácticas Generales,,,true
422,661100,"HIDATIDOSIS, Ac. IgG ó Totales Anti- (IFI)",Prácticas Generales,,,true
977,666170,"HIDATIDOSIS, Ac. IgM Anti- (ELISA)",Prácticas Especiales,,,true
978,666173,"HIDATIDOSIS, Ac. IgM Anti- (IFI)",Prácticas Especiales,,,true
222,660485,HIDRATOS DE CARBONO (Cromatografía) urinarios,Prácticas en Desuso,,,false
979,666183,HIDROCARBUROS ALIFÁTICOS,Prácticas Especiales,,,true
980,666187,HIDROCARBUROS AROMÁTICOS,Prácticas Especiales,,,true
981,666196,HIDROLASAS ÁCIDAS EN LEUCOCITOS,Prácticas Especiales,,,true
224,660487,"HIDROXINDOLACETICO, ÁCIDO",Prácticas Generales,,,true
982,666204,HIDROXIPIRENO,Prácticas Especiales,,,true
225,660488,HIDROXIPROLINA urinaria,Prácticas Generales,,,true
2903,07,HIERRO,,,,true
985,666213,HIERRO Urinario,Prácticas Especiales,,,true
983,666209,"HIERRO, Médula Osea (MO) TINCIÓN DE PERLS",Prácticas Especiales,,,true
984,666211,"HIERRO, TINCIÓN DE",Prácticas Especiales,,,true
226,660489,HIPERHEPARINEMIA,Prácticas Generales,,,true
986,666222,HISTAMINA Plasmática,Prácticas Especiales,,,true
987,666225,HISTAMINA Urinaria,Prácticas Especiales,,,true
988,666238,"HISTONA, Ac. Anti",Prácticas Especiales,,,true
989,666247,"HISTOPLASMA CAPSULATUM, Ac. IgG Anti",Prácticas Especiales,,,true
990,666255,"HISTOPLASMA CAPSULATUM, Ac. IgM Anti",Prácticas Especiales,,,true
227,660490,HISTOPLASMINA,Prácticas en Desuso,,,false
992,666272,HIV 1 ANTI-P-24 (core),Prácticas Especiales,,,true
993,666275,HIV P-24 (Antigenemia),Prácticas Especiales,,,true
994,666278,HIV P-24 HIV 1 y 2 (Combo),Prácticas Especiales,,,true
991,666264,HIV PCR Cualitativo,Prácticas Especiales,,,true
995,666281,HIV RESISTENCIA A ANTIRETROVIRALES,Prácticas Especiales,,,true
996,666284,HIV RESISTENCIA A INHIBIDORES DE INTEGRASA,Prácticas Especiales,,,true
423,661105,"HIV, CARGA VIRAL",Prácticas Generales,,,true
424,661110,"HIV, WESTERN- BLOT",Prácticas Generales,,,true
997,666300,"HLA A, Molecular",Prácticas Especiales,,,true
999,666332,HLA B 27 Molecular,Prácticas Especiales,,,true
998,666303,"HLA B, Molecular",Prácticas Especiales,,,true
1001,666341,HLA C Molecular,Prácticas Especiales,,,true
1002,666401,HLA DQ Molecular,Prácticas Especiales,,,true
1006,666445,HLA DQ2-DQ8 (CELIAQUIA) PCR,Prácticas Especiales,,,true
1005,666443,"HLA DQA1, DQB1 (DIABETES) PCR",Prácticas Especiales,,,true
1003,666409,HLA DR Citometría Flujo,Prácticas Especiales,,,true
1004,666426,HLA DR Molecular,Prácticas Especiales,,,true
1000,666337,"HLA-B 5701 GENOTIPO, ABACAVIR HIPERSENSIBILIDAD, sangre",Prácticas Especiales,,,true
1007,666452,HOMOCISTEINA,Prácticas Especiales,,,true
1008,666455,"HOMOCISTINA, Orina",Prácticas Especiales,,,true
228,660492,"HOMOGENTISICO, ACIDO urinario",Prácticas en Desuso,,,false
1009,666486,"HOWELL, TEST (Plasma recalcificado, tiempo de-)",Prácticas Especiales,,,true
1010,666529,HTLV-1 Ac,Prácticas Especiales,,,true
1011,666533,HTLV-1 PCR,Prácticas Especiales,,,true
1012,666537,HTLV-I/II (Partículas o ELISA),Prácticas Especiales,,,true
1013,666540,"HTLV, Confirmatorio (Western Blot)",Prácticas Especiales,,,true
1014,666554,Hu (ANNA-1) Ac. Anti,Prácticas Especiales,,,true
229,660493,"HUBBNER, TEST DE",Prácticas en Desuso,,,false
230,660494,"HUDDLESSON, REACCION DE (Rosa de Bengala Brucelosis)",Prácticas Generales,,,true
1015,666560,"IA 2, Ac. Anti- (Ac. Anti- TIROSINFOSFATASA 2)",Prácticas Especiales,,,true
1016,666570,IDENTIFICACIÓN MICROBIOLÓGICA AUTOMATIZADA,Prácticas Especiales,,,true
1017,666572,IDENTIFICACIÓN MICROBIOLÓGICA POR PCR,Prácticas Especiales,,,true
232,660532,IDENTIFICACION SEROLÓGICA DE GERMENES,Prácticas Generales,,,true
1018,666585,IgA BC lágrima INMUNOGLOBULINA A Baja Concentración en lágrima,Prácticas Especiales,,,true
1019,666587,IgA BC LCR INMUNOGLOBULINA A Baja Concentración en Líquido Céfalo Raquídeo,Prácticas Especiales,,,true
1020,666589,IgA BC saliva INMUNOGLOBULINA A Baja Concentración en saliva,Prácticas Especiales,,,true
1021,666597,IgE BC INMUNOGLOBULINA E Baja Concentración,Prácticas Especiales,,,true
1022,666600,IgE BC lágrimas INMUNOGLOBULINA E Baja Concentración en lágrima,Prácticas Especiales,,,true
1023,666602,IgE BC LCR INMUNOGLOBULINA E Baja Concentración en Líquido Céfalo Raquídeo,Prácticas Especiales,,,true
1024,666606,IgE ESPECÍFICA INMUNOGLOBULINA E ESPECÍFICA,Prácticas Especiales,,,true
1025,666614,IgE RAST INMUNOGLOBULINA E para antibióticos (incluye Penicilinas),Prácticas Especiales,,,true
1026,666634,"IgG INMUNOGLOBULINA G, ASOCIADA A PLAQUETAS",Prácticas Especiales,,,true
1027,666640,"IgG INMUNOGLOBULINA G, Índice de (LCR/Sérica)",Prácticas Especiales,,,true
1030,666657,"IgG INMUNOGLOBULINA G, Subclases (Modulo 4 Subclases)",Prácticas Especiales,,,true
1029,666652,"IgG INMUNOGLUBULINA G, INTOLERANCIA ALIMENTICIA (c/u)",Prácticas Especiales,,,true
1028,666648,IgG LCR INMUNOGLOBULINA G en Líquido Céfalo Raquídeo,Prácticas Especiales,,,true
1033,666676,"IgM INMUNOGLOBULINA M Baja Concentración, en saliva",Prácticas Especiales,,,true
1031,666666,"IgM INMUNOGLOBULINA M, ASOCIADA A PLAQUETAS",Prácticas Especiales,,,true
1032,666674,"IgM, LCR INMUNOGLOBULINA M, en Líquido Céfalo Raquídeo",Prácticas Especiales,,,true
1034,666691,IL2-R CD25 receptor soluble,Prácticas Especiales,,,true
1035,666700,INDICAN,Prácticas Especiales,,,true
1037,666711,INDICE de FUNCIÓN RENAL,Prácticas Especiales,,,true
1036,666708,INDICE de INSULINO RESISTENCIA,Prácticas Especiales,,,true
1038,666713,INDICE de LESIÓN RENAL (ABUMINA / CREATININA) urinario,Prácticas Especiales,,,true
1039,666714,INDICE de LESIÓN RENAL (PROTEINAS / CREATININA) urinario,Prácticas Especiales,,,true
1040,666717,INDICE de PRODUCCIÓN RETICULOCITARIA,Prácticas Especiales,,,true
1041,666720,INDICE de RESORCIÓN OSEA,Prácticas Especiales,,,true
1042,666722,INDICE de RIESGO CARDIOVACULAR,Prácticas Especiales,,,true
233,660534,INDOXILEMIA,Prácticas en Desuso,,,false
1047,666734,"INFLUENZA A, Ac. IgG Anti",Prácticas Especiales,,,true
1048,666742,"INFLUENZA A, Ac. IgM Anti",Prácticas Especiales,,,true
1043,666725,"INFLUENZA A, ANTÍGENO (Ag.)",Prácticas Especiales,,,true
1044,666728,"INFLUENZA A, ANTIGENOS (Ags.) Material: hisopado nasal / faríngeo / aspirados PCR",Prácticas Especiales,,,true
1045,666730,"INFLUENZA A, ANTIGENOS (Ags.) Suptipo H1N1 Material: hisopado nasal / faríngeo / aspirados",Prácticas Especiales,,,true
1046,666732,"INFLUENZA A, ANTIGENOS (Ags.) Suptipo H1N1 Material: hisopado nasal / faríngeo / aspirados PCR",Prácticas Especiales,,,true
1049,666751,"INFLUENZA B, Ac. IgG Anti",Prácticas Especiales,,,true
1050,666760,"INFLUENZA B, Ac. IgM Anti",Prácticas Especiales,,,true
1051,666768,"INFLUENZA B, ANTÍGENO (Ag.)",Prácticas Especiales,,,true
1052,666788,INHIBINA B sérica,Prácticas Especiales,,,true
1053,666819,INMUNOCOMPLEJOS CIRCULANTES (CIC),Prácticas Especiales,,,true
234,660535,INMUNOELECTROFORESIS,Prácticas Generales,,,true
235,660536,INMUNOELECTROFORESIS LIQUIDOS BIOLOGICOS o URINARIA (orina 24 hs.),Prácticas Generales,,,true
1054,666848,INMUNOFIJACIÓN LCR,Prácticas Especiales,,,true
1055,666850,INMUNOFIJACIÓN sérica,Prácticas Especiales,,,true
1056,666852,INMUNOFIJACIÓN urinaria,Prácticas Especiales,,,true
236,660537,INMUNOGLOBULINA A (IgA),Prácticas Generales,,,true
237,660538,INMUNOGLOBULINA D (IgD),Prácticas Generales,,,true
238,660539,INMUNOGLOBULINA E (IgE),Prácticas Generales,,,true
239,660540,INMUNOGLOBULINA G (IgG),Prácticas Generales,,,true
240,660541,INMUNOGLOBULINA M (IgM),Prácticas Generales,,,true
1057,666856,INMUNOMARCACIÓN EN SANGRE PERIFÉRICA,Prácticas Especiales,,,true
242,660543,INSULINA,Prácticas Generales,,,true
1058,666862,"INSULINA, Ac. Anti- (Ac. Anti- IAA)",Prácticas Especiales,,,true
1059,666871,INTERFERON GAMMA,Prácticas Especiales,,,true
1060,666879,INTERLEUQUINA (c/u),Prácticas Especiales,,,true
241,660542,"INULINA, CLEARENCE",Prácticas en Desuso,,,false
1061,666888,IODO-AZIDA Prueba de,Prácticas Especiales,,,true
1062,666896,IONOGRAMA materia fecal,Prácticas Especiales,,,true
243,660546,IONOGRAMA sérico,Prácticas Generales,,,true
244,660547,IONOGRAMA urinario,Prácticas Generales,,,true
1063,666898,"IRREGULARES ANTICUERPOS, Identificación",Prácticas Especiales,,,true
1064,666905,"ISLOTE LANGERHANS PANCREÁTICOS, Ac. Anti- (ICA)",Prácticas Especiales,,,true
245,660548,ISOCITRICO DEHIDROGENASA,Prácticas Generales,,,true
1065,666912,"JO-1, Ac. Anti",Prácticas Especiales,,,true
1066,666919,KETAMINA urinaria,Prácticas Especiales,,,true
1067,666925,"KREMER, TEST DE",Prácticas Especiales,,,true
1068,666930,"LA, Ac. Anti- (LA/SSB)",Prácticas Especiales,,,true
246,660591,"LACTAMINICO, ÁCIDO",Prácticas Generales,,,true
250,660596,LÁCTICO DEHIDROGENASA ISOENZIMAS LDH Isoenzimas,Prácticas Generales,,,true
249,660594,LÁCTICO DEHIDROGENASA LDH,Prácticas Generales,,,true
247,660592,"LÁCTICO, ÁCIDO ENZIMATICO",Prácticas Generales,,,true
248,660593,"LÁCTICO, ÁCIDO materia fecal",Prácticas Generales,,,true
1069,666932,LACTOCRITO,Prácticas Especiales,,,true
1070,666936,LACTOFERRINA,Prácticas Especiales,,,true
251,660597,LACTOGENO PLACENTARIO / SOMATOMAMOTROFINA,Prácticas Generales,,,true
1071,666939,"LACTOSA, TOLERANCIA A LA",Prácticas Especiales,,,true
255,660603,"LAZO, PRUEBA DEL",Prácticas Generales,,,true
1072,666947,"LC-1, Ac. Anti",Prácticas Especiales,,,true
1073,666956,"LEGIONELLA PNEUMOPHILA, Ac. IgG Anti",Prácticas Especiales,,,true
1074,666958,"LEGIONELLA PNEUMOPHILA, Ac. IgM Anti",Prácticas Especiales,,,true
1075,666970,"LEGIONELLA PNEUMOPHILA, Ag",Prácticas Especiales,,,true
1077,666978,LEISHMANIA PCR,Prácticas Especiales,,,true
1076,666975,"LEISHMANIA, Ac. Anti",Prácticas Especiales,,,true
1078,666982,LEPTINA,Prácticas Especiales,,,true
1082,667010,LEPTOSPIRA (Confirmatorio Microaglutinación),Prácticas Especiales,,,true
1083,667013,LEPTOSPIRA (cultivo),Prácticas Especiales,,,true
1079,666990,"LEPTOSPIRA, Ac. Anti- (ELISA / IFI)",Prácticas Especiales,,,true
1080,666999,"LEPTOSPIRA, Ac. Anti- (HAI / macroaglutinación)",Prácticas Especiales,,,true
1081,667007,"LEPTOSPIRA, Ac. IgM Anti",Prácticas Especiales,,,true
253,660600,"LEPTOSPIRAS, INVESTIGACIÓN DE (fondo oscuro o coloraciones) urinaria",Prácticas Generales,,,true
1084,667027,LEUCINA sérica (AA) (incluida en el perfil de AA en diferentes matrices Cromatografía de AA),Prácticas Especiales,,,true
256,660606,LEUCINAMINOPEPTIDASA (LAP),Prácticas Generales,,,true
257,660607,"LEUCOAGLUTINACION, INHIBICION DE",Prácticas en Desuso,,,false
258,660608,LEUCOAGLUTININAS (Método directo),Prácticas en Desuso,,,false
259,660609,LEUCOPRECIPITINAS,Prácticas en Desuso,,,false
1085,667059,LEVADURAS SENSIBILIDAD SCREENING,Prácticas Especiales,,,true
1086,667064,LEVADURAS TIPIFICACIÓN,Prácticas Especiales,,,true
1087,667076,LEVODOPA sérica,Prácticas Especiales,,,true
1088,667079,LEVODOPA urinaria,Prácticas Especiales,,,true
260,660610,"LEVULINICO, ÁCIDO DELTA-AMINO",Prácticas Generales,,,true
261,660611,"LEVULINICO, DELTA DEHIDRATASA",Prácticas Generales,,,true
1089,667093,LEVULOSA semen,Prácticas Especiales,,,true
1090,667096,LEVULOSA sérica,Prácticas Especiales,,,true
1091,667099,LEVULOSA urinaria,Prácticas Especiales,,,true
262,660612,LH HORMONA LUTEINIZANTE,Prácticas Generales,,,true
1092,667119,LINDANE,Prácticas Especiales,,,true
1093,667127,"LINFOCITARIO, CULTIVO MIXTO",Prácticas Especiales,,,true
1094,667153,"LINFOCITOS PERIFÉRICOS ""SRY""",Prácticas Especiales,,,true
1095,667170,LIPASA urinaria (Lipasuria),Prácticas Especiales,,,true
263,660613,"LIPASA, sérica",Prácticas Generales,,,true
264,660615,LIPIDOGRAMA (Electroforético),Prácticas Generales,,,true
265,660616,"LIPIDOS, (Cromatografía en capa delgada)",Prácticas en Desuso,,,false
1096,667187,LIPOPROTEINA a Lp(a),Prácticas Especiales,,,true
266,660618,LIPOPROTEINLIPASA,Prácticas en Desuso,,,false
267,660619,"LIQUIDO CEFALORRAQUIDEO, Fco-Qco Citológico",Prácticas Generales,,,true
268,660620,"LIQUIDO DE PUNCION, Examen Fco-Qco Citológico",Prácticas Generales,,,true
269,660621,"LISINA VASOPRESINA, TEST DE",Prácticas en Desuso,,,false
1097,667210,LISOZIMA,Prácticas Especiales,,,true
1100,667242,LISTERIA PCR,Prácticas Especiales,,,true
1099,667240,"LISTERIA, Ac. IgM Anti",Prácticas Especiales,,,true
1098,667230,"LISTERIA, CULTIVO",Prácticas Especiales,,,true
270,660622,"LISTERIAS, Ac. Anti (IFI ELISA)",Prácticas Generales,,,true
271,660623,LITIO (Li) (ISE Ión selectivo Fotometría de llama o fotometría de emisión),Prácticas Generales,,,true
272,660624,LITIO (Li) (por Absorción Atómica A.A.),Prácticas Generales,,,true
1101,667260,LIXITOL,Prácticas Especiales,,,true
1102,667262,"LKM, Ac. Anti",Prácticas Especiales,,,true
1107,667275,"LYNCH, SINDROME DE GEN (MLH1, MSH2, MSH6, PMS2)",Prácticas Especiales,,,true
1103,667270,"LYNCH, SINDROME DE GEN MLH1 (MYH)",Prácticas Especiales,,,true
1104,667271,"LYNCH, SINDROME DE GEN MSH2 SECUENCIACIÓN COMPLETA (M2Y)",Prácticas Especiales,,,true
1105,667273,"LYNCH, SINDROME DE GEN MSH6 (M6Y)",Prácticas Especiales,,,true
1106,667274,"LYNCH, SINDROME DE GEN PMS2 (M3Y)",Prácticas Especiales,,,true
1109,667284,MACRO CK,Prácticas Especiales,,,true
1108,667278,MACROAMILASA,Prácticas Especiales,,,true
273,660652,MACROGLOBULINA ALFA 2 (ID cuantitativa),Prácticas en Desuso,,,false
1110,667289,MACROPROLACTINEMIA,Prácticas Especiales,,,true
1113,667315,"MAG-SGPG, Ac. IgM",Prácticas Especiales,,,true
274,660653,MAGNESIO (Mg) sérico,Prácticas Generales,,,true
275,660654,MAGNESIO (Mg) urinario,Prácticas Generales,,,true
1111,667300,MAGNESIO eritrocitario,Prácticas Especiales,,,true
1112,667304,MAGNESIO pelo,Prácticas Especiales,,,true
1114,667319,MALATION,Prácticas Especiales,,,true
1115,667324,MALÓN DIALDEHIDO TBARS,Prácticas Especiales,,,true
1116,667338,MANGANESO pelo,Prácticas Especiales,,,true
1117,667341,MANGANESO sérico,Prácticas Especiales,,,true
1118,667343,MANGANESO urinario,Prácticas Especiales,,,true
276,660656,"MANTOUX, INTRADERMO-REACCION DE (PPD)",Prácticas Generales,,,true
1119,667349,MAO plaquetario,Prácticas Especiales,,,true
427,661125,MARCADOR TUMORAL de COLON (CA 19. 9),Prácticas Generales,,,true
426,661120,MARCADOR TUMORAL de MAMA (CA 15. 3),Prácticas Generales,,,true
425,661115,MARCADOR TUMORAL de OVARIO (CA 125),Prácticas Generales,,,true
1120,667353,MARCADORES PRONOSTICOS de LLC (Citometría de flujo),Prácticas Especiales,,,true
2921,00014,Mat. soluble en eter etílico,,,2922,true
277,660657,MEDULOGRAMA,Prácticas Generales,,,true
278,660658,MELANINA urinaria,Prácticas en Desuso,,,false
1121,667366,"MEMBRANA BASAL, Ac. Anti",Prácticas Especiales,,,true
279,660660,MERCURIO (Hg) sérico o urinario,Prácticas Generales,,,true
1122,667375,MERCURIO pelo (Hg-pelo),Prácticas Especiales,,,true
1123,667392,METACUALONA,Prácticas Especiales,,,true
1124,667401,METADONA (FPIA),Prácticas Especiales,,,true
1125,667409,METAHEMOGLOBINA,Prácticas Especiales,,,true
280,660662,METANEFRINAS FRACCIONADAS URINARIAS,Prácticas Generales,,,true
1126,667426,METANEFRINAS LIBRES plasmáticas,Prácticas Especiales,,,true
1127,667435,METANOL sangre,Prácticas Especiales,,,true
281,660663,METANOL urinario,Prácticas Generales,,,true
1128,667439,"METAPNEUMOVIRUS HUMANO, Ag. (hMPV)",Prácticas Especiales,,,true
1129,667440,"METAPNEUMOVIRUS HUMANO, Ag. (hMPV) PCR",Prácticas Especiales,,,true
1130,667443,METIL ETIL CETONA,Prácticas Especiales,,,true
1131,667449,METIL PARATHION,Prácticas Especiales,,,true
1132,667454,METIL-TRITIÓN,Prácticas Especiales,,,true
1133,667460,METILENTETRAHIDROFOLATO REDUCTASA (MTHRT)- PCR,Prácticas Especiales,,,true
1134,667469,METILNICOTINAMIDA,Prácticas Especiales,,,true
1135,667477,METIONINA PRUEBA DE SOBRECARGA (dos determinaciones),Prácticas Especiales,,,true
1136,667486,METOTREXATO,Prácticas Especiales,,,true
283,660665,MICOLOGIA (Cultivo e Identificación),Prácticas Generales,,,true
282,660664,MICOLOGIA (Directo Coloración),Prácticas Generales,,,true
1137,667489,"MICOLOGÍA, CULTIVO DE HONGOS PRODUCTORES DE MICOSIS PROFUNDAS O SISTÉMICAS",Prácticas Especiales,,,true
1138,667490,"MICOLOGÍA, IDENTIFICACIÓN DE HONGOS PRODUCTORES DE MICOSIS PROFUNDAS O SISTÉMICAS",Prácticas Especiales,,,true
1139,667491,"MICOLOGÍA, PRUEBA DE SENSIBILIDAD A ANTIFÚNGICOS",Prácticas Especiales,,,true
1140,667495,MICROAGREGADO PLAQUETARIOS,Prácticas Especiales,,,true
428,661130,MICROALBUMINURIA / ALBUMINA URINARIA,Prácticas Generales,,,true
1141,667499,MICROARRAYS ESTUDIO GENETICO,Prácticas Especiales,,,true
2918,000013,MICROBIOLÓGICOS,,,,true
1142,667503,MICROGLOBULINA BETA 2,Prácticas Especiales,,,true
1143,667520,MICROSPORIDIA INVESTIGACIÓN,Prácticas Especiales,,,true
1145,667529,"MIELOPEROXIDASA, (Citoquímica)",Prácticas Especiales,,,true
1144,667527,"MIELOPEROXIDASA, Ac. Ant- (Inmunológica)",Prácticas Especiales,,,true
1146,667537,"MIOCARDIO, Ac. Anti",Prácticas Especiales,,,true
1147,667546,MIOGLOBINA sérica,Prácticas Especiales,,,true
1148,667550,MIOGLOBINA urinaria,Prácticas Especiales,,,true
1149,667571,"MITOCONDRIAL M2, Ac. Anti- (AMA M2)",Prácticas Especiales,,,true
284,660667,"MOCO CERVICAL, CRISTALIZACION",Prácticas Generales,,,true
285,660668,"MOCO NASAL, PH CITOLOGICO",Prácticas Generales,,,true
429,661135,MONITOREO de FARMACOS para ENF. CRONICAS I (Anticonvulsivantes I),Prácticas Generales,,,true
430,661136,MONITOREO de FARMACOS para ENF. CRONICAS II (Anticonvulsivantes II),Prácticas Generales,,,true
431,661137,MONITOREO de FARMACOS para ENF. CRONICAS III (Anticonvulsivantes III),Prácticas Generales,,,true
288,660671,MONONUCLEOSIS,Prácticas Generales,,,true
286,660669,MONONUCLEOSIS (Aglutinación Test de Látex o Monotest),Prácticas Generales,,,true
287,660670,MONONUCLEOSIS HEMOAGLUTINACION (Paul Bunnell),Prácticas Generales,,,true
1150,667580,MONOSACÁRIDOS (Cromatografía),Prácticas Especiales,,,true
289,660672,MONÓXIDO de CARBONO,Prácticas Generales,,,true
1151,667597,"MOPEG (3-METOXI, 4-HIDROXI- FENIL ETIL GLICOL)",Prácticas Especiales,,,true
290,660673,"MORFINA OPIACEOS, DERIVADOS líquidos biológicos",Prácticas Generales,,,true
291,660674,MUCOPOLISACARIDOS (Cromatografía cualitativo),Prácticas en Desuso,,,false
1152,667606,MUCOPOLISACARIDOS urinarios (cuantitativo),Prácticas Especiales,,,true
292,660675,MUCOPROTEINAS,Prácticas en Desuso,,,false
1153,667614,"MUCOSA GÁSTRICA, Ac. Anti- (CELULAS PARIETALES Ac. Anti- (IFI)",Prácticas Especiales,,,true
